Title,Authors,Publication Year,DOI
Privacy-Preserving Healthcare Data Interactions: A Multi-Agent Approach Using LLMs,De Maio C.; Fenza G.; Furno D.; Grauso T.; Loia V.,2025,10.24138/jcomss-2024-0119
"Correction to: Semantic Integration of BPMN Models and FHIR Data to Enable Personalized Decision Support for Malignant Melanoma (Information, (2023), 14, 12, (649), 10.3390/info14120649)",Beckmann C.L.; Keuchel D.; Soleman W.O.I.A.; Nürnberg S.; Böckmann B.,2024,10.3390/info15090541
A pipeline for harmonising NHS Scotland laboratory data to enable national-level analyses,Gao C.; Mumtaz S.; McCall S.; O'Sullivan K.; McGilchrist M.; Morales D.R.; Hall C.; Wilde K.; Mayor C.; Linksted P.; Harrison K.; Cole C.; Jefferson E.,2025,10.1016/j.jbi.2024.104771
"Linked Care: A Harmonized Workflow for Medication Ordering, Prescription and Dispensing in Mobile Care Settings",Urbauer P.; Huber G.; Berens T.; Salzbrunn B.; Frohner M.; Sauermann S.,2024,10.3233/SHTI240682
FHIR PIT: a geospatial and spatiotemporal data integration pipeline to support subject-level clinical research,Fecho K.; Garcia J.J.; Yi H.; Roupe G.; Krishnamurthy A.,2025,10.1186/s12911-024-02815-6
"Integrating the Patient Perspective into Healthcare and Real-World Evidence: The Multi-site, Cross-Disease, Patient-Centered Outcomes Research Project in the Medical Informatics Initiative (PCOR-MII)",Rogge A.A.; Mukowski-Kickhöfel R.; Boeker M.; Budde K.; Debertshäuser T.; Dugas M.; Erim Y.; Friederich H.-C.; Ganslandt T.; Giel K.; Henningsen P.; Herrmann T.; Heuschmann P.U.; Junne F.; Kohlbacher O.; Kribben A.; Löwe B.; Marschollek M.; Nensa F.; Oeltze-Jafra S.; Pape L.; Pryss R.; Schiffer M.; Schmidt-Ott K.; Storck M.; Suwelack B.; Thun S.; Ückert F.; Varghese J.; Zeier M.; Zipfel S.; de Zwaan M.; Rose M.; Prasser F.,2025,10.1007/s41666-025-00187-8
Bridging language barriers in healthcare: a patient-centric mobile app for multilingual health record access and sharing,Solomou T.; Mappouras S.; Kyriacou E.; Constantinou I.; Antoniou Z.; Canciu I.C.; Neophytou M.; Lantos Z.; Schizas C.N.; Pattichis C.S.,2025,10.3389/fdgth.2025.1542485
Integrating FHIR and UMLS in an Intelligent Tutoring System,Frey N.; Haffer N.; Vogelsang L.; Sass J.; Thun S.; Balzer F.; Landgraf P.,2024,10.3233/SHTI240708
Charting New Paths - Building Digital Tools for COPD and Beyond,Gnanapragasam V.,2025,10.3233/SHTI250033
Harmonizing patient-centric requirements for secure digital health services in heterogeneous settings,Assom L.; Karunaratne T.; Larsson A.,2025,10.1186/s12913-024-11978-x
Quality Assessment Framework of Clinical Routine Data for Secondary Use,Cheng K.Y.; Böhm R.; Bulin C.; Jandok B.; Schreiweis B.,2024,10.3233/SHTI240355
Improving Healthcare Quality with a LHS: From Patient-Generated Health Data to Evidence-Based Recommendations,Santos R.L.; Cruz-Correia R.,2024,10.3233/SHTI240387
Why implementing machine learning algorithms in the clinic is not a plug-and-play solution: a simulation study of a machine learning algorithm for acute leukaemia subtype diagnosis,Pucher G.; Rostalski T.; Nensa F.; Kleesiek J.; Reinhardt H.C.; Sauer C.M.,2025,10.1016/j.ebiom.2024.105526
FHIR-Based Arden Syntax Compiler for Clinical Decision Support,Weich C.; Grob M.; Rappelsberger A.; Adlassnig K.-P.,2024,10.3233/SHTI241081
Comparing the Accuracy of Traditional vs. FHIR®-Based Extraction of Electronic Health Record Data for Two Clinical Trials,Garza M.Y.; Spencer C.; Hamidi M.; Liss M.; Bikkanuri M.; Syed M.; Yadav S.; Bhardwaj G.; Chahal A.P.S.; Goodman K.; Cηοι B.Y.; Eisenstein E.L.; Zozus M.,2024,10.3233/SHTI240666
Open Ecosystem Through Secure Plug and Play Interoperability: An Overview,Fischer C.,2025,10.1177/19322968241310253
The Concept of a Versatile Computing Tool Chain for Utilizing the Core Data Set of the Medical Informatics Initiative in the INTERPOLAR Project,Stäubert S.; Strübing A.; Schmidt F.; Yahiaoui-Doktor M.; Reusche M.; Meineke F.; Neumann D.; Loeffler M.,2024,10.3233/SHTI240838
"Development of an Austrian HL7 Member FHIR IG Supporting Medication Ordering, Prescription and Dispense Processes",Frohner M.; Treml L.M.; Latikaynen D.; Goldmann A.; Leipold S.; Loidl H.; Urbauer P.,2024,10.3233/SHTI240686
"Design, implementation and usability analysis of patient empowerment in ADLIFE project via patient reported outcome measures and shared decision making",Erturkmen G.B.L.; Juul N.K.; Redondo I.E.; Gil A.O.; Berastegui D.V.; de Manuel E.; Yuksel M.; Sarigul B.; Yilmaz G.; Choi Keung S.N.L.I.M.; Arvanitis T.N.; Syse T.D.; Bloemeke-Cammin J.; Kaye R.; Sorknæs A.D.,2024,10.1186/s12911-024-02588-y
Understanding WHO SMART Guidelines: Narrative Review of an Innovative Global Digital Health Approach,Saban M.; Zavala D.; Lopez Osornio A.; Kaminker D.; Díaz M.; Rubinstein A.; Esteban S.; Rizzato Lede D.A.,2024,10.3233/SHTI240825
ML-Based Framework to Predict the Severity of the Symptomatology in Patients with Post-Acute COVID-19 Syndrome,Nitulescu A.; Crisan-Vida M.; Tudoran C.; Stoicu-Tivadar L.,2024,10.3233/SHTI241071
"HL7 FHIR in Health Research: A FHIR Specification for Metadata in Clinical, Epidemiological, and Public Health Studies",Hölter T.; Klopfenstein S.A.I.; Mayer P.J.; Sass J.; Thun S.; Vorisek C.N.,2024,10.3233/SHTI240817
Leveraging FHIR in Federated Learning Environments: A Data Harmonization Framework for Cohort Studies,Cadavid H.; Arends B.,2024,10.3233/SHTI240735
BlockMed: AI Driven HL7-FHIR Translation with Blockchain-Based Security,Gulzar Y.; Reegu F.A.; Jabbari A.; Sonkamble R.G.; Mir M.S.; Soomro A.B.,2025,10.14569/IJACSA.2025.0160233
Evaluating the Importance of SSI-Blockchain Digital Identity Framework for Cross-Border Healthcare Patient Record Management,Broshka E.; Jahankhani H.,2025,10.1007/978-3-031-72821-1_5
Measuring the Coverage of the HL7® FHIR® Standard in Supporting Data Acquisition for 3 Public Health Registries,Bikkanuri M.; Robins T.T.; Wong L.; Seker E.; Greer M.L.; Williams T.B.; Garza M.Y.,2024,10.1007/s10916-023-02033-z
Digitalizing Handwritten Digits of Patients with Parkinson's Disease Utilizing Consumer Hardware and Open-Source Software,Gundler C.; Wiederhold A.J.; Pötter-Nerger M.,2024,10.3233/SHTI240870
FHIR-standardized data collection on the clinical rehabilitation pathway of trans-femoral amputation patients,Arcobelli V.A.; Moscato S.; Palumbo P.; Marfoglia A.; Nardini F.; Randi P.; Davalli A.; Carbonaro A.; Chiari L.; Mellone S.,2024,10.1038/s41597-024-03593-6
The Mappability of Clinical Real-World Data of Patients with Melanoma to Oncological Fast Healthcare Interoperability Resources (FHIR) Profiles: A Single-Center Interoperability Study,Swoboda J.; Albert M.; Beckmann C.L.; Lodde G.C.; Livingstone E.; Nensa F.; Schadendorf D.; Böckmann B.,2024,10.3390/informatics11030042
Data Standardization in the Medical Field Through FHIR and FAIR Implementation: A Systematic Review,Nițulescu A.; Stoicu-Tivadar L.,2024,10.3233/SHTI240668
Enhancing Referrals to the Supplemental Nutrition Assistance Program through Clinical Integration of a Standards-Based Decision Support System,Oliveira E.; Hautala M.; Henry J.; Lakshminarayanan V.; Abrol V.; Granado L.; Shah S.; Khurshid A.,2025,10.1055/a-2441-5941
Self-sovereign management scheme of personal health record with personal data store and decentralized identifier,Kim T.M.; Ko T.; Hwang B.W.; Paek H.G.; Lee W.Y.,2025,10.1016/j.csbj.2024.11.036
TOWARDS INDIVIDUALIZED MEDICINE: EMBRACING DIGITAL TWINS AND DIGITAL DEPENDABILITY IN PHARMA 4.0,Fischer R.-P.; Danish M.G.A.,2024,
Development of a SNOMED CT Mapping Process and Tool at a Data Integration Centre - Lessons Learned,Riedel A.; Deppenwiese N.; Thiele L.; Prokosch H.-U.; Herzog A.,2024,10.3233/SHTI240852
Design and Implementation of a Community Driven Clinical Trial Information Management System for Precision Oncology Settings,Mathes G.; Bochum S.; Werner P.; Fegeler C.; Sigle S.,2024,10.3233/SHTI240844
Trending in the right direction: critical access hospitals increased adoption of advanced electronic health record functions from 2018 to 2023,Apathy N.C.; Holmgren A.J.; Nong P.; Adler-Milstein J.; Everson J.,2025,10.1093/jamia/ocae267
GameBus on FHIR,Geng C.; Khanshan A.; Gorp P.,2024,10.3233/SHTI240653
Modelling a Patient Identifier System in the Estonian National Health Information System,Bossenko I.; Piho G.; Ross P.,2025,10.1007/978-3-031-76368-7_10
HL7 Fast Healthcare Interoperability Resources (HL7 FHIR) in digital healthcare ecosystems for chronic disease management: Scoping review,Gazzarata R.; Almeida J.; Lindsköld L.; Cangioli G.; Gaeta E.; Fico G.; Chronaki C.E.,2024,10.1016/j.ijmedinf.2024.105507
A Pipeline for the Usage of the Core Data Set of the Medical Informatics Initiative for Process Mining - A Technical Case Report,Heidemeyer H.; Auhagen L.; Majeed R.W.; Pegoraro M.; Bienzeisler J.; Peeva V.; Beyel H.; Röhrig R.; van der Aalst W.M.P.; Puladi B.,2024,10.3233/SHTI240835
Construction of Health Information Portrait and the Identification of False Health Information by Integrating Social Sensing Data with Publisher's Prior Knowledge; [健康信息画像构建及虚假健康信息识别：融合社会感知数据与发布者先验知识],Zhao Y.; Pang H.; Shi Y.,2024,10.13366/j.dik.2024.06.141
Empowering Citizens Through Translated Patient Summary Access and Sharing in Digital Health Ecosystems,Solomou T.; Canciu I.-C.; Christodoulou M.; Savva P.; Yiasemi C.; Antoniou Z.; Constantinou I.; Schizas C.N.; Pattichis C.S.,2024,10.3233/SHTI240457
"An ontology-based rare disease common data model harmonising international registries, FHIR, and Phenopackets",Graefe A.S.L.; Hübner M.R.; Rehburg F.; Sander S.; Klopfenstein S.A.I.; Alkarkoukly S.; Grönke A.; Weyersberg A.; Danis D.; Zschüntzsch J.; Nyoungui E.F.; Wiegand S.; Kühnen P.; Robinson P.N.; Beyan O.; Thun S.,2025,10.1038/s41597-025-04558-z
Towards real-world clinical data standardization: A modular FHIR-driven transformation pipeline to enhance semantic interoperability in healthcare,Marfoglia A.; Nardini F.; Arcobelli V.A.; Moscato S.; Mellone S.; Carbonaro A.,2025,10.1016/j.compbiomed.2025.109745
Unlocking Real-World Health Data from Non-University Locations Through Effective Provision of Tools and Knowledge,Bartos M.; Nesterow I.; Mulitza M.; Rösler D.; Irshaid S.; Hoffmann K.; Klengel C.; Girschner C.; Gruhl M.; Seim A.; Sedlmayr M.; Weidner J.; Nüßler F.,2024,10.3233/SHTI240839
InterAgent on FHIR - Lessons Learned from Implementing an Intelligent Tutoring System with the Help of HL7 FHIR,Frey N.; Haffer N.; Vogelsang L.; Saß J.; Gatrio M.; Thun S.; Balzer F.; Möckel M.; Landgraf P.,2024,10.3233/SHTI240851
Development and initial validation of a data quality evaluation tool in obstetrics real-world data through HL7-FHIR interoperable Bayesian networks and expert rules,Coutinho-Almeida J.; Saez C.; Correia R.; Rodrigues P.P.,2024,10.1093/jamiaopen/ooae062
The substance-exposed birthing person-infant/child dyad and health information exchange in the United States,Bourgeois F.C.; Sinha A.; Tuli G.; Harper M.B.; Robbins V.K.; Jeffrey S.; Brownstein J.S.; Jilani S.M.,2025,10.1093/jamia/ocae315
The sample locator: A federated search tool for biosamples and associated data in Europe using HL7 FHIR,Engels C.; Kern J.; Dudová Z.; Deppenwiese N.; Kiel A.; Kroll B.; Kussel T.; Schüttler C.; Tomášik R.; Hummel M.; Lablans M.; Breu M.; Croft D.; Dolch C.; Duhm-Harbeck P.; Ebert L.; Engels C.; Knell C.; Kock-Schoppenhauer A.-K.; Linde J.; Maier C.; Neumann M.; Öfelein M.; Rambow M.; Sahr S.; Stampe F.; Tas D.; Ulrich H.; Prokosch H.-U.,2024,10.1016/j.compbiomed.2024.108941
#consented – A semantic consent code to facilitate consistent documentation and implementation of consent in collaborative medical research,Bialke M.; Hampf C.; Blumentritt A.; Moser F.-M.; Lang S.; Stehn A.; Sargsyan E.; Hoffmann W.; Kraus M.,2024,10.1016/j.ijmedinf.2024.105545
Revisioning Healthcare Interoperability System for ABI Architectures: Introspection and Improvements,Guedes J.; Duarte J.; Guimarães T.; Santos M.F.,2024,10.3390/info15120745
Detailed Analysis and Road Map Proposal for Care Transition Records and Their Transmission Process: Mixed Methods Study,Mess E.V.; Regner M.; Balic S.; Kleybolte L.; Daufratshofer L.; Mahler A.; Tilmes S.; Werlitz V.; Reuter C.; Teynor A.,2025,10.2196/60810
FHIR Implementation Guide for Stroke: A dual focus on the patient's clinical pathway and value-based healthcare,dos Santos Leandro G.; Moro C.M.C.; Cruz-Correia R.J.; Portela Santos E.A.,2024,10.1016/j.ijmedinf.2024.105525
Application of Modular Architectures in the Medical Domain - a Scoping Review,Bathelt F.; Lorenz S.; Weidner J.; Sedlmayr M.; Reinecke I.,2025,10.1007/s10916-025-02158-3
Pediatric Consent on FHIR,Voronov A.; Jafari M.; Zhao L.; Soliz M.; Hong Q.; Pope J.; Chern D.; Lipman M.; Grando A.,2024,10.1055/a-2291-1482
CBL on FHIR: A FHIR-Based Platform for Health Professional Education,Braunstein M.; Barry B.; Steel J.; Ukovich D.; Grimes J.; Conlan D.; Jones S.; Dobbins C.; Hansen D.,2024,10.3233/SHTI231148
Interoperability Working Group: core dataset and information systems for data integration and data exchange in the Medical Informatics Initiative; [Arbeitsgruppe Interoperabilität: Kerndatensatz und Informationssysteme für Integration und Austausch von Daten in der Medizininformatik-Initiative],Ammon D.; Kurscheidt M.; Buckow K.; Kirsten T.; Löbe M.; Meineke F.; Prasser F.; Saß J.; Sax U.; Stäubert S.; Thun S.; Wettstein R.; Wiedekopf J.P.; Wodke J.A.H.; Boeker M.; Ganslandt T.,2024,10.1007/s00103-024-03888-4
Childhood Cancer Survivorship Passport Challenges in the European Health Data Space,Gazzarata R.; Strübin M.; Chronaki C.; Cangioli G.; Saraceno D.; Schreier G.; Beyer S.; Trauner F.; Gredinger G.; Ladenstein R.; de Beijer I.A.E.; Cavalca G.; Trinkunas J.; Cervero Beltran L.; Vanautgaerden M.; Kock-Schoppenhauer A.-K.; Neumann A.; Muraca M.; Filbert A.-L.; Haupt R.; Grabow D.,2024,10.3233/SHTI240651
Establishing Medical Intelligence—Leveraging Fast Healthcare Interoperability Resources to Improve Clinical Management: Retrospective Cohort and Clinical Implementation Study,Brehmer A.; Sauer C.M.; Rodríguez J.S.; Herrmann K.; Kim M.; Keyl J.; Bahnsen F.H.; Frank B.; Köhrmann M.; Rassaf T.; Mahabadi A.-A.; Hadaschik B.; Darr C.; Herrmann K.; Tan S.; Buer J.; Brenner T.; Reinhardt H.C.; Nensa F.; Gertz M.; Egger J.; Kleesiek J.,2024,10.2196/55148
Enhancing Real-Time Clinical Decision-Making through AI-Integrated FHIR Solutions: A Medplum Implementation,Hoang Le T.K.; Kongsiriwattana W.; Nimyungdee C.; Kaewsaeng-On R.; Meny A.; Namee K.,2024,10.1109/ICNGN63705.2024.10871916
A Data Modeling Process for Achieving Interoperability,Kouremenou E.; Kiourtis A.; Kyriazis D.,2024,10.1007/978-3-031-62502-2_80
recruIT: A cloud-native clinical trial recruitment support system based on Health Level 7 Fast Healthcare Interoperability Resources (HL7 FHIR) and the Observational Medical Outcomes Partnership Common Data Model (OMOP CDM),Gulden C.; Macho P.; Reinecke I.; Strantz C.; Prokosch H.-U.; Blasini R.,2024,10.1016/j.compbiomed.2024.108411
Designing Medication-Related Profiles for Japanese ePrescriptions with HL7 FHIR,Kobayashi S.; Kimura M.; Kodama Y.; Takada A.; Ohe K.,2024,10.3233/SHTI231184
An Ostensive Information Architecture to Enhance Semantic Interoperability for Healthcare Information Systems,Guo H.; Scriney M.; Liu K.,2024,10.1007/s10796-023-10379-5
Consent Management System on Patient-Generated Health Data,Randine P.; Salant E.; Muzny M.; Pape-Haugaard L.,2024,10.3233/SHTI230956
From Syntactic to Semantic Interoperability Using a Hyperontology in the Oncology Domain,El Ghosh M.; Kalokyri V.; Sambres M.; Vaterkowski M.; Duclos C.; Tannier X.; Tsakou G.; Tsiknakis M.; Daniel C.; Dhombres F.,2024,10.3233/SHTI240670
The National Healthcare Safety Network’s digital quality measures: CDC’s automated measures for surveillance of patient safety,Shehab N.; Alschuler L.; McILvenna S.; Gonzaga Z.; Laing A.; deRoode D.; Dantes R.B.; Betz K.; Zheng S.; Abner S.; Stutler E.; Geimer R.; Benin A.L.,2024,10.1093/jamia/ocae064
Comparison of WebSocket and Hypertext Transfer Protocol for Transfer of Electronic Health Records,Kirilov N.,2024,10.3233/SHTI240023
"Corrigendum: Person-based design and evaluation of MIA, a digital medical interview assistant for radiology (Frontiers in Artificial Intelligence, (2024), 7, (1431156), 10.3389/frai.2024.1431156)",Denecke K.; Reichenpfader D.; Willi D.; Kennel K.; Bonel H.; Nairz K.; Cihoric N.; Papaux D.; von Tengg-Kobligk H.,2024,10.3389/frai.2024.1546421
Dual Implementation Guides in FHIR and CDA,Tanjga N.; Krauss O.,2024,10.3233/SHTI240011
MoCab: A Model Management System Based on FHIR for Clinical Decision Support,Kuo Z.-M.; Tseng Y.-J.,2024,10.3233/SHTI231206
"FHIR up Ubicomp Data: Mastering Usability, Common Metrics, FAIRness, and Privacy",Gonzalez L.I.L.; Nguyen T.B.D.; Pryss R.; Baumeister H.; Amft O.,2024,10.1109/MPRV.2024.3486930
Patient-Aware Information-Hiding Mechanism for a Blockchain-Based Electronic Health Record System,Wang J.-T.; Hou H.-Y.; Chandra I.J.; Chen J.,2024,10.22967/HCIS.2024.14.058
A FHIR Native Radiology Informatics Platform,Raniga P.; Min H.; Leroux H.,2024,10.3233/SHTI231260
Analysis on the Interoperability of health information systems,Quintero V.; Chevel C.; Sanmartin-Mendoza P.,2024,10.1109/TEMSCONLATAM61834.2024.10717770
Deep learning enabled blockchain based electronic heathcare data attack detection for smart health systems,Chidambaranathan S.; Geetha R.,2024,10.1016/j.measen.2023.100959
Comparison of the Performance of the Fast Healthcare Interoperability Resources (FHIR) Subscription Channels,Kirilov N.,2024,10.3233/SHTI240027
A Data Ingestion Procedure towards a Medical Images Repository,Solar M.; Castañeda V.; Ñanculef R.; Dombrovskaia L.; Araya M.,2024,10.3390/s24154985
"A Remote Patient Monitoring System With Feedback Mechanisms Using a Smartwatch: Concept, Implementation, and Evaluation Based on the activeDCM Randomized Controlled Trial",Wettstein R.; Sedaghat-Hamedani F.; Heinze O.; Amr A.; Reich C.; Betz T.; Kayvanpour E.; Merzweiler A.; Büsch C.; Mohr I.; Friedmann-Bette B.; Frey N.; Dugas M.; Meder B.,2024,10.2196/58441
