PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"33853142","Representation of Diagnosis and Nursing Interventions in OpenEHR Archetypes","Gomes DC, Abreu N, Sousa P, Moro C, Carvalho DR, Cubas MR.","Appl Clin Inform. 2021 Mar;12(2):340-347. doi: 10.1055/s-0041-1728706. Epub 2021 Apr 14.","Gomes DC","Appl Clin Inform","2021","2021/04/14","PMC8046594","","10.1055/s-0041-1728706"
"39504914","Application of the openEHR reference model for PGHD: A case study on the DH-Convener initiative","Abedian S, Hanke S, Hussein R.","Int J Med Inform. 2025 Jan;193:105686. doi: 10.1016/j.ijmedinf.2024.105686. Epub 2024 Nov 2.","Abedian S","Int J Med Inform","2025","2024/11/06","","","10.1016/j.ijmedinf.2024.105686"
"30409340","OpenEHR modeling for genomics in clinical practice","Mascia C, Uva P, Leo S, Zanetti G.","Int J Med Inform. 2018 Dec;120:147-156. doi: 10.1016/j.ijmedinf.2018.10.007. Epub 2018 Oct 17.","Mascia C","Int J Med Inform","2018","2018/11/10","","","10.1016/j.ijmedinf.2018.10.007"
"33035176","openEHR Archetype Use and Reuse Within Multilingual Clinical Data Sets: Case Study","Leslie H.","J Med Internet Res. 2020 Nov 2;22(11):e23361. doi: 10.2196/23361.","Leslie H","J Med Internet Res","2020","2020/10/09","PMC7641651","","10.2196/23361"
"32570423","The openEHR Genomics Project","Mascia C, Frexia F, Uva P, Zanetti G, Pireddu L, Giacomelli G, Jaeger-Schmidt C, Tomczak A, Schumacher S, Kraecher F, Eils R, Ljosland Bakke S, Leslie H.","Stud Health Technol Inform. 2020 Jun 16;270:443-447. doi: 10.3233/SHTI200199.","Mascia C","Stud Health Technol Inform","2020","2020/06/24","","","10.3233/SHTI200199"
"29677929","openEHR Based Systems and the General Data Protection Regulation (GDPR)","Sousa M, Ferreira D, Santos-Pereira C, Bacelar G, Frade S, Pestana O, Cruz-Correia R.","Stud Health Technol Inform. 2018;247:91-95.","Sousa M","Stud Health Technol Inform","2018","2018/04/22","","",""
"35062196","openEHR-to-FHIR: Converting openEHR Compositions to Fast Healthcare Interoperability Resources (FHIR) for the German Corona Consensus Dataset (GECCO)","Ladas N, Franz S, Haarbrandt B, Sommer KK, Kohler S, Ballout S, Fiebeck J, Marschollek M, Gietzelt M.","Stud Health Technol Inform. 2022 Jan 14;289:485-486. doi: 10.3233/SHTI210963.","Ladas N","Stud Health Technol Inform","2022","2022/01/22","","","10.3233/SHTI210963"
"34042774","From OpenEHR to FHIR and OMOP Data Model for Microbiology Findings","Rinaldi E, Thun S.","Stud Health Technol Inform. 2021 May 27;281:402-406. doi: 10.3233/SHTI210189.","Rinaldi E","Stud Health Technol Inform","2021","2021/05/27","","","10.3233/SHTI210189"
"16160223","The openEHR Foundation","Kalra D, Beale T, Heard S.","Stud Health Technol Inform. 2005;115:153-73.","Kalra D","Stud Health Technol Inform","2005","2005/09/15","","",""
"35869091","Prediction of COVID-19 diagnosis based on openEHR artefacts","Oliveira D, Ferreira D, Abreu N, Leuschner P, Abelha A, Machado J.","Sci Rep. 2022 Jul 22;12(1):12549. doi: 10.1038/s41598-022-15968-z.","Oliveira D","Sci Rep","2022","2022/07/22","PMC9306245","","10.1038/s41598-022-15968-z"
"33968598","OpenEHR modeling: improving clinical records during the COVID-19 pandemic","Oliveira D, Miranda R, Leuschner P, Abreu N, Santos MF, Abelha A, Machado J.","Health Technol (Berl). 2021;11(5):1109-1118. doi: 10.1007/s12553-021-00556-4. Epub 2021 May 4.","Oliveira D","Health Technol (Berl)","2021","2021/05/10","PMC8093592","","10.1007/s12553-021-00556-4"
"32570686","Translating openEHR Models to FHIR","Fette G, Ertl M, Störk S.","Stud Health Technol Inform. 2020 Jun 16;270:1415-1416. doi: 10.3233/SHTI200469.","Fette G","Stud Health Technol Inform","2020","2020/06/24","","","10.3233/SHTI200469"
"34006956","Transformation of microbiology data into a standardised data representation using OpenEHR","Wulff A, Baier C, Ballout S, Tute E, Sommer KK, Kaase M, Sargeant A, Drenkhahn C; Infection Control Study Group; Schlüter D, Marschollek M, Scheithauer S.","Sci Rep. 2021 May 18;11(1):10556. doi: 10.1038/s41598-021-89796-y.","Wulff A","Sci Rep","2021","2021/05/19","PMC8131366","","10.1038/s41598-021-89796-y"
"37442314","Eos and OMOCL: Towards a seamless integration of openEHR records into the OMOP Common Data Model","Kohler S, Boscá D, Kärcher F, Haarbrandt B, Prinz M, Marschollek M, Eils R.","J Biomed Inform. 2023 Aug;144:104437. doi: 10.1016/j.jbi.2023.104437. Epub 2023 Jul 12.","Kohler S","J Biomed Inform","2023","2023/07/13","","","10.1016/j.jbi.2023.104437"
"39284177","Standardizing Corneal Transplantation Records Using openEHR: Case Study","Ferreira D, Neto C, Hak F, Abelha A, Santos M, Machado J.","JMIR Med Inform. 2024 Sep 16;12:e48407. doi: 10.2196/48407.","Ferreira D","JMIR Med Inform","2024","2024/09/16","PMC11443176","","10.2196/48407"
"21992670","Modeling healthcare authorization and claim submissions using the openEHR dual-model approach","Dias RD, Cook TW, Freire SM.","BMC Med Inform Decis Mak. 2011 Oct 12;11:60. doi: 10.1186/1472-6947-11-60.","Dias RD","BMC Med Inform Decis Mak","2011","2011/10/14","PMC3212910","","10.1186/1472-6947-11-60"
"34734888","Mapping of OpenEHR Archetypes to FHIR Resources in Use Case Oncology","Rajput AM, Brakollari I.","Stud Health Technol Inform. 2021 Oct 27;285:285-287. doi: 10.3233/SHTI210616.","Rajput AM","Stud Health Technol Inform","2021","2021/11/04","","","10.3233/SHTI210616"
"30157838","Modeling EHR with the openEHR approach: an exploratory study in China","Min L, Tian Q, Lu X, Duan H.","BMC Med Inform Decis Mak. 2018 Aug 29;18(1):75. doi: 10.1186/s12911-018-0650-6.","Min L","BMC Med Inform Decis Mak","2018","2018/08/31","PMC6116359","","10.1186/s12911-018-0650-6"
"29726438","Modeling of ETL-Processes and Processed Information in Clinical Data Warehousing","Tute E, Steiner J.","Stud Health Technol Inform. 2018;248:204-211.","Tute E","Stud Health Technol Inform","2018","2018/05/05","","",""
"33058101","Designing an openEHR-Based Pipeline for Extracting and Standardizing Unstructured Clinical Data Using Natural Language Processing","Wulff A, Mast M, Hassler M, Montag S, Marschollek M, Jack T.","Methods Inf Med. 2020 Dec;59(S 02):e64-e78. doi: 10.1055/s-0040-1716403. Epub 2020 Oct 14.","Wulff A","Methods Inf Med","2020","2020/10/15","PMC7725544","","10.1055/s-0040-1716403"
"33750371","A method for interoperable knowledge-based data quality assessment","Tute E, Scheffner I, Marschollek M.","BMC Med Inform Decis Mak. 2021 Mar 9;21(1):93. doi: 10.1186/s12911-021-01458-1.","Tute E","BMC Med Inform Decis Mak","2021","2021/03/22","PMC7942002","","10.1186/s12911-021-01458-1"
"34673526","A Patient-Screening Tool for Clinical Research Based on Electronic Health Records Using OpenEHR: Development Study","Li M, Cai H, Nan S, Li J, Lu X, Duan H.","JMIR Med Inform. 2021 Oct 21;9(10):e33192. doi: 10.2196/33192.","Li M","JMIR Med Inform","2021","2021/10/21","PMC8569542","","10.2196/33192"
"34042864","An OpenEHR Template with the Integrated German LOINC Terms","Rajput AM, Alkarkoukly S.","Stud Health Technol Inform. 2021 May 27;281:1116-1117. doi: 10.3233/SHTI210371.","Rajput AM","Stud Health Technol Inform","2021","2021/05/27","","","10.3233/SHTI210371"
"36300408","Nursing Informatics Integration into Mainstream Health Informatics","Hovenga EJS.","Stud Health Technol Inform. 2022 Oct 26;300:149-163. doi: 10.3233/SHTI220947.","Hovenga EJS","Stud Health Technol Inform","2022","2022/10/27","","","10.3233/SHTI220947"
"25609209","Mapping a Nursing Terminology Subset to openEHR Archetypes. A Case Study of the International Classification for Nursing Practice","Nogueira JR, Cook TW, Cavalini LT.","Methods Inf Med. 2015;54(3):271-5. doi: 10.3414/ME14-01-0053. Epub 2015 Jan 22.","Nogueira JR","Methods Inf Med","2015","2015/01/23","","","10.3414/ME14-01-0053"
"28428750","Applying an Archetype-Based Approach to Electroencephalography/Event-Related Potential Experiments in the EEGBase Resource","Papež V, Mouček R.","Front Neuroinform. 2017 Apr 6;11:24. doi: 10.3389/fninf.2017.00024. eCollection 2017.","Papež V","Front Neuroinform","2017","2017/04/22","PMC5382193","","10.3389/fninf.2017.00024"
"34511519","Cloud architecture for electronic health record systems interoperability","Gómez D, Romero J, López P, Vázquez J, Cappo C, Pinto D, Villalba C.","Technol Health Care. 2022;30(3):551-564. doi: 10.3233/THC-212806.","Gómez D","Technol Health Care","2022","2021/09/13","","","10.3233/THC-212806"
"29295351","Generation of openEHR Test Datasets for Benchmarking","El Helou S, Karvonen T, Yamamoto G, Kume N, Kobayashi S, Kondo E, Hiragi S, Okamoto K, Tamura H, Kuroda T.","Stud Health Technol Inform. 2017;245:1266.","El Helou S","Stud Health Technol Inform","2017","2018/01/04","","",""
"34174874","Using NLP in openEHR archetypes retrieval to promote interoperability: a feasibility study in China","Sun B, Zhang F, Li J, Yang Y, Diao X, Zhao W, Shu T.","BMC Med Inform Decis Mak. 2021 Jun 26;21(1):199. doi: 10.1186/s12911-021-01554-2.","Sun B","BMC Med Inform Decis Mak","2021","2021/06/27","PMC8234679","","10.1186/s12911-021-01554-2"
"35144618","A configurable method for clinical quality measurement through electronic health records based on openEHR and CQL","Li M, Cai H, Zhi Y, Fu Z, Duan H, Lu X.","BMC Med Inform Decis Mak. 2022 Feb 10;22(1):37. doi: 10.1186/s12911-022-01763-3.","Li M","BMC Med Inform Decis Mak","2022","2022/02/11","PMC8830083","","10.1186/s12911-022-01763-3"
"29590680","Nutrigenomic Information in the openEHR Data Set","Maranhão PA, Bacelar-Silva GM, Ferreira DNG, Calhau C, Vieira-Marques P, Cruz-Correia RJ.","Appl Clin Inform. 2018 Jan;9(1):221-231. doi: 10.1055/s-0038-1635115. Epub 2018 Mar 28.","Maranhão PA","Appl Clin Inform","2018","2018/03/29","PMC5874138","","10.1055/s-0038-1635115"
"37387061","Digital Analysis of Clinical Screening Criteria for a Rare Disease - Behcet's Disease","Tapuria A, Kalra D, Curcin V.","Stud Health Technol Inform. 2023 Jun 29;305:444-447. doi: 10.3233/SHTI230527.","Tapuria A","Stud Health Technol Inform","2023","2023/06/30","","","10.3233/SHTI230527"
"32570452","Evaluation of openEHR Repositories Regarding Standard Compliance","Fechner M, Brix TJ, Hardt T, Oehm J, Dugas M, Storck M.","Stud Health Technol Inform. 2020 Jun 16;270:592-596. doi: 10.3233/SHTI200229.","Fechner M","Stud Health Technol Inform","2020","2020/06/24","","","10.3233/SHTI200229"
"32496207","Development of an openEHR Template for COVID-19 Based on Clinical Guidelines","Li M, Leslie H, Qi B, Nan S, Feng H, Cai H, Lu X, Duan H.","J Med Internet Res. 2020 Jun 10;22(6):e20239. doi: 10.2196/20239.","Li M","J Med Internet Res","2020","2020/06/05","PMC7288685","","10.2196/20239"
"35721473","Management of a Pandemic Based on an openEHR approach","Oliveira D, Miranda R, Abreu N, Leuschner P, Abelha A, Santos M, Machado J.","Procedia Comput Sci. 2020;177:522-527. doi: 10.1016/j.procs.2020.10.072. Epub 2020 Nov 11.","Oliveira D","Procedia Comput Sci","2020","2022/06/20","PMC9188414","","10.1016/j.procs.2020.10.072"
"31438376","Extending CQL with openEHR to Express Clinical Quality Indicators","Li M, Zhi Y, Lu X, Cai H.","Stud Health Technol Inform. 2019 Aug 21;264:1853-1854. doi: 10.3233/SHTI190681.","Li M","Stud Health Technol Inform","2019","2019/08/24","","","10.3233/SHTI190681"
"37387030","Achieving Interoperable Datasets in Pediatrics: A Data Integration Approach","Bode L, Mast M, Rathert H, Elise Study Group, Jack T, Wulff A.","Stud Health Technol Inform. 2023 Jun 29;305:327-330. doi: 10.3233/SHTI230496.","Bode L","Stud Health Technol Inform","2023","2023/06/30","","","10.3233/SHTI230496"
"26262546","The Contextualization of Archetypes: Clinical Template Governance","Pedersen R, Ulriksen GH, Ellingsen G.","Stud Health Technol Inform. 2015;218:166-171.","Pedersen R","Stud Health Technol Inform","2015","2015/08/12","","",""
"30691467","Integrating an openEHR-based personalized virtual model for the ageing population within HBase","Kalogiannis S, Deltouzos K, Zacharaki EI, Vasilakis A, Moustakas K, Ellul J, Megalooikonomou V.","BMC Med Inform Decis Mak. 2019 Jan 28;19(1):25. doi: 10.1186/s12911-019-0745-8.","Kalogiannis S","BMC Med Inform Decis Mak","2019","2019/01/30","PMC6350370","","10.1186/s12911-019-0745-8"
"19570196","Archetype-based conversion of EHR content models: pilot experience with a regional EHR system","Chen R, Klein GO, Sundvall E, Karlsson D, Ahlfeldt H.","BMC Med Inform Decis Mak. 2009 Jul 1;9:33. doi: 10.1186/1472-6947-9-33.","Chen R","BMC Med Inform Decis Mak","2009","2009/07/03","PMC2715396","","10.1186/1472-6947-9-33"
"32604661","Using openEHR in XDS.b Environments - Opportunities and Challenges","Wettstein R, Merzweiler A, Klass M, Heinze O.","Stud Health Technol Inform. 2020 Jun 26;272:300-303. doi: 10.3233/SHTI200554.","Wettstein R","Stud Health Technol Inform","2020","2020/07/02","","","10.3233/SHTI200554"
"22874238","OpenEHR-based representation of guideline compliance data through the example of stroke clinical practice guidelines","Anani N, Chen R, Prazeres Moreira T, Koch S.","Stud Health Technol Inform. 2012;180:487-91.","Anani N","Stud Health Technol Inform","2012","2012/08/10","","",""
"31437899","Query Translation Between AQL and CQL","Fette G, Kaspar M, Liman L, Ertl M, Krebs J, Dietrich G, Störk S, Puppe F.","Stud Health Technol Inform. 2019 Aug 21;264:128-132. doi: 10.3233/SHTI190197.","Fette G","Stud Health Technol Inform","2019","2019/08/24","","","10.3233/SHTI190197"
"31483268","Using openEHR Archetypes for Automated Extraction of Numerical Information from Clinical Narratives","Zubke M, Bott OJ, Marschollek M.","Stud Health Technol Inform. 2019 Sep 3;267:156-163. doi: 10.3233/SHTI190820.","Zubke M","Stud Health Technol Inform","2019","2019/09/05","","","10.3233/SHTI190820"
"39176700","Semantic Mapping of Named-Entities in openEHR Templates and Ad-hoc Generation of Compositions","Ladas N, Franz S, Wolff D, Rehberg A, Marschollek M, Gietzelt M.","Stud Health Technol Inform. 2024 Aug 22;316:171-175. doi: 10.3233/SHTI240371.","Ladas N","Stud Health Technol Inform","2024","2024/08/23","","","10.3233/SHTI240371"
"26911823","An exploratory study using an openEHR 2-level modeling approach to represent common data elements","Lin CH, Fann YC, Liou DM.","J Am Med Inform Assoc. 2016 Sep;23(5):956-67. doi: 10.1093/jamia/ocv137. Epub 2016 Jan 23.","Lin CH","J Am Med Inform Assoc","2016","2016/02/26","PMC6375118","","10.1093/jamia/ocv137"
"35654431","Open Source Digital Health Software for Resilient, Accessible and Equitable Healthcare Systems","Paton C, Braa J, Muhire A, Marco-Ruiz L, Kobayashi S, Fraser H, Falcón L, Marcelo A.","Yearb Med Inform. 2022 Aug;31(1):67-73. doi: 10.1055/s-0042-1742508. Epub 2022 Jun 2.","Paton C","Yearb Med Inform","2022","2022/06/02","PMC9719763","","10.1055/s-0042-1742508"
"31438029","Can openEHR Represent the Clinical Concepts of an Obstetric-Specific EHR - ObsCare Software?","Alves DS, Maranhão PA, Pereira AM, Bacelar-Silva GM, Silva-Costa T, Beale TW, Cruz-Correia RJ.","Stud Health Technol Inform. 2019 Aug 21;264:773-777. doi: 10.3233/SHTI190328.","Alves DS","Stud Health Technol Inform","2019","2019/08/24","","","10.3233/SHTI190328"
"39847768","Technologies for Interoperable Internet of Medical Things Platforms to Manage Medical Emergencies in Home and Prehospital Care: Scoping Review","Seth M, Jalo H, Högstedt Å, Medin O, Sjöqvist BA, Candefjord S.","J Med Internet Res. 2025 Jan 23;27:e54470. doi: 10.2196/54470.","Seth M","J Med Internet Res","2025","2025/01/23","PMC11803335","","10.2196/54470"
"29726456","Achieving Interoperability Between Arden-Syntax-Based Clinical Decision Support and openEHR-Based Data Systems","Spineth M, Rappelsberger A, Adlassnig KP.","Stud Health Technol Inform. 2018;248:338-344.","Spineth M","Stud Health Technol Inform","2018","2018/05/05","","",""
"37386999","Interoperable Universal Resource Identifier for Selective Disclosure of Data","Latorre F, Hawks CE, Colmenares B, Verma D, Gil M, Sala N.","Stud Health Technol Inform. 2023 Jun 29;305:212-215. doi: 10.3233/SHTI230465.","Latorre F","Stud Health Technol Inform","2023","2023/06/30","","","10.3233/SHTI230465"
"36473495","Aligning Semantic Interoperability Frameworks with the FOXS Stack for FAIR Health Data","Meredith J, Whitehead N, Dacey M.","Methods Inf Med. 2023 Jun;62(S 01):e39-e46. doi: 10.1055/a-1993-8036. Epub 2022 Dec 6.","Meredith J","Methods Inf Med","2023","2022/12/06","PMC10306448","","10.1055/a-1993-8036"
"21893842","Supporting openEHR Java desktop application developers","Kashfi H, Torgersson O.","Stud Health Technol Inform. 2011;169:724-8.","Kashfi H","Stud Health Technol Inform","2011","2011/09/07","","",""
"36307424","Harvesting metadata in clinical care: a crosswalk between FHIR, OMOP, CDISC and openEHR metadata","Bönisch C, Kesztyüs D, Kesztyüs T.","Sci Data. 2022 Oct 28;9(1):659. doi: 10.1038/s41597-022-01792-7.","Bönisch C","Sci Data","2022","2022/10/28","PMC9616884","","10.1038/s41597-022-01792-7"
"23656624","Applying representational state transfer (REST) architecture to archetype-based electronic health record systems","Sundvall E, Nyström M, Karlsson D, Eneling M, Chen R, Örman H.","BMC Med Inform Decis Mak. 2013 May 9;13:57. doi: 10.1186/1472-6947-13-57.","Sundvall E","BMC Med Inform Decis Mak","2013","2013/05/10","PMC3694512","","10.1186/1472-6947-13-57"
"36325856","ETL Processes for Integrating Healthcare Data - Tools and Architecture Patterns","Cheng KY, Pazmino S, Schreiweis B.","Stud Health Technol Inform. 2022 Nov 3;299:151-156. doi: 10.3233/SHTI220974.","Cheng KY","Stud Health Technol Inform","2022","2022/11/03","","","10.3233/SHTI220974"
"39176600","Federated Electronic Health Records Using a Blockchain","Chelsom J, Marco-Ruiz L, Skeidsvoll Solvang Ø, Cassidy S, Lintvedt O, Granja C, Solvoll T.","Stud Health Technol Inform. 2024 Aug 22;316:1219-1223. doi: 10.3233/SHTI240630.","Chelsom J","Stud Health Technol Inform","2024","2024/08/23","","","10.3233/SHTI240630"
"25900270","Role of OpenEHR as an open source solution for the regional modelling of patient data in obstetrics","Pahl C, Zare M, Nilashi M, de Faria Borges MA, Weingaertner D, Detschew V, Supriyanto E, Ibrahim O.","J Biomed Inform. 2015 Jun;55:174-87. doi: 10.1016/j.jbi.2015.04.004. Epub 2015 Apr 18.","Pahl C","J Biomed Inform","2015","2015/04/23","","","10.1016/j.jbi.2015.04.004"
"35672960","Handling Time Constraints in Infection Clinical Pathways Using openEHR TP","Iglesias N, Juarez JM, Campos M.","Stud Health Technol Inform. 2022 Jun 6;290:7-11. doi: 10.3233/SHTI220021.","Iglesias N","Stud Health Technol Inform","2022","2022/06/08","","","10.3233/SHTI220021"
"17911678","The openEHR Java reference implementation project","Chen R, Klein G.","Stud Health Technol Inform. 2007;129(Pt 1):58-62.","Chen R","Stud Health Technol Inform","2007","2007/10/04","","",""
"29753616","An interoperable clinical decision-support system for early detection of SIRS in pediatric intensive care using openEHR","Wulff A, Haarbrandt B, Tute E, Marschollek M, Beerbaum P, Jack T.","Artif Intell Med. 2018 Jul;89:10-23. doi: 10.1016/j.artmed.2018.04.012. Epub 2018 May 9.","Wulff A","Artif Intell Med","2018","2018/05/14","","","10.1016/j.artmed.2018.04.012"
"33812388","Application of openEHR archetypes to automate data quality rules for electronic health records: a case study","Tian Q, Han Z, Yu P, An J, Lu X, Duan H.","BMC Med Inform Decis Mak. 2021 Apr 3;21(1):113. doi: 10.1186/s12911-021-01481-2.","Tian Q","BMC Med Inform Decis Mak","2021","2021/04/04","PMC8019503","","10.1186/s12911-021-01481-2"
"27507090","Automated population of an i2b2 clinical data warehouse from an openEHR-based data repository","Haarbrandt B, Tute E, Marschollek M.","J Biomed Inform. 2016 Oct;63:277-294. doi: 10.1016/j.jbi.2016.08.007. Epub 2016 Aug 6.","Haarbrandt B","J Biomed Inform","2016","2016/08/11","","","10.1016/j.jbi.2016.08.007"
"34524029","An HL7 FHIR and GraphQL approach for interoperability between heterogeneous Electronic Health Record systems","Mukhiya SK, Lamo Y.","Health Informatics J. 2021 Jul-Sep;27(3):14604582211043920. doi: 10.1177/14604582211043920.","Mukhiya SK","Health Informatics J","2021","2021/09/15","","","10.1177/14604582211043920"
"39176716","Improving Healthcare Quality with a LHS: From Patient-Generated Health Data to Evidence-Based Recommendations","Santos RL, Cruz-Correia R.","Stud Health Technol Inform. 2024 Aug 22;316:230-234. doi: 10.3233/SHTI240387.","Santos RL","Stud Health Technol Inform","2024","2024/08/23","","","10.3233/SHTI240387"
"38269788","Large-Scale Standardized Image Integration for Secondary Use Research Projects","Ulrich H, Anywar M, Kinast B, Schreiweis B.","Stud Health Technol Inform. 2024 Jan 25;310:174-178. doi: 10.3233/SHTI230950.","Ulrich H","Stud Health Technol Inform","2024","2024/01/25","","","10.3233/SHTI230950"
"29295089","An Architecture for Semantically Interoperable Electronic Health Records","Toffanello A, Gonçalves R, Kitajima A, Puttini R, Aguiar A.","Stud Health Technol Inform. 2017;245:235-239.","Toffanello A","Stud Health Technol Inform","2017","2018/01/04","","",""
"27588321","Building Chronic Kidney Disease Clinical Practice Guidelines Using the openEHR Guideline Definition Language","Lin CH, Lo YC, Hung PY, Liou DM.","Methods Inf Med. 2016 Dec 7;55(6):495-505. doi: 10.3414/ME16-01-0005. Epub 2016 Sep 2.","Lin CH","Methods Inf Med","2016","2016/09/03","","","10.3414/ME16-01-0005"
"32986139","Nutrition Information in Oncology - Extending the Electronic Patient-Record Data Set","Maranhão PA, Pereira AM, Calhau C, Ravasco P, Bozzetti F, Laviano A, Isenring L, Bandera EV, B Huhmann M, Vieira-Marques P, Cruz-Correia RJ.","J Med Syst. 2020 Sep 28;44(11):191. doi: 10.1007/s10916-020-01649-9.","Maranhão PA","J Med Syst","2020","2020/09/28","PMC7520877","","10.1007/s10916-020-01649-9"
"16160384","Can openEHR Archetypes Empower Multi-Centre Clinical Research?","Garde S, Knaup P, Schuler T, Hovenga E.","Stud Health Technol Inform. 2005;116:971-6.","Garde S","Stud Health Technol Inform","2005","2005/09/15","","",""
"36107480","Business Process Model and Notation and openEHR Task Planning for Clinical Pathway Standards in Infections: Critical Analysis","Iglesias N, Juarez JM, Campos M.","J Med Internet Res. 2022 Sep 15;24(9):e29927. doi: 10.2196/29927.","Iglesias N","J Med Internet Res","2022","2022/09/15","PMC9523526","","10.2196/29927"
"29726437","Clinical Knowledge Governance Framework for Nationwide Data Infrastructure Projects","Wulff A, Haarbrandt B, Marschollek M.","Stud Health Technol Inform. 2018;248:196-203.","Wulff A","Stud Health Technol Inform","2018","2018/05/05","","",""
"29589572","An openEHR based approach to improve the semantic interoperability of clinical data registry","Min L, Tian Q, Lu X, An J, Duan H.","BMC Med Inform Decis Mak. 2018 Mar 22;18(Suppl 1):15. doi: 10.1186/s12911-018-0596-8.","Min L","BMC Med Inform Decis Mak","2018","2018/03/29","PMC5872380","","10.1186/s12911-018-0596-8"
"21645637","Clinical data interoperability based on archetype transformation","Costa CM, Menárguez-Tortosa M, Fernández-Breis JT.","J Biomed Inform. 2011 Oct;44(5):869-80. doi: 10.1016/j.jbi.2011.05.006. Epub 2011 May 27.","Costa CM","J Biomed Inform","2011","2011/06/08","","","10.1016/j.jbi.2011.05.006"
"29678078","Challenges in Design and Creation of Genetic openEHR-Archetype","Maranhão PA, Bacelar-Silva G, Gonçalves-Ferreira D, Vieira-Marques P, Cruz-Correia R.","Stud Health Technol Inform. 2018;247:835-839.","Maranhão PA","Stud Health Technol Inform","2018","2018/04/22","","",""
"39176624","Integration of Oncological Data into openEHR: A Path Towards Improved Cancer Care and Research","Schladetzky J, Reimer N, Nicolaus H, Busch H, Schreiweis B, Kock-Schoppenhauer AK.","Stud Health Technol Inform. 2024 Aug 22;316:1319-1323. doi: 10.3233/SHTI240655.","Schladetzky J","Stud Health Technol Inform","2024","2024/08/23","","","10.3233/SHTI240655"
"36073470","Strategies and Recommendation for Data Loading of FHIR-Based Data Marts with Focus on GDPR Compliance","Anywar M, Schreiweis B, Ulrich H.","Stud Health Technol Inform. 2022 Aug 31;298:127-131. doi: 10.3233/SHTI220921.","Anywar M","Stud Health Technol Inform","2022","2022/09/08","","","10.3233/SHTI220921"
