Title,Authors,Publication Year,DOI
A Semantic Web-based system for Managing clinical Archetypes,Fernandez-Breis J.T.; Menarguez-Tortosa M.; Martinez-Costa C.; Fernandez-Breis E.; Herrero-Sempere J.; Moner D.; Sanchez J.; Valencia-Garcia R.; Robles M.,2008,10.1109/iembs.2008.4649448
International developments in openEHR archetypes and templates,Leslie H.,2008,10.1177/183335830803700104
Archetype-based conversion of EHR content models: Pilot experience with a regional EHR system,Chen R.; Klein G.O.; Sundvall E.; Karlsson D.; Hlfeldt H.,2009,10.1186/1472-6947-9-33
An openEHR-based clinical Decision Support System: A case study,Kashfi H.,2009,10.3233/978-1-60750-044-5-348
"Generic screen representations for future-proof systems, is it possible?. There is more to a GUI than meets the eye",van der Linden H.; Austin T.; Talmon J.,2009,10.1016/j.cmpb.2009.03.003
Towards ISO 13606 and openEHR archetype-based semantic interoperability,Martínez-Costa C.; Menárguez-Tortosa M.; Fernández-Breis J.T.,2009,10.3233/978-1-60750-044-5-260
Can openEHR archetypes be used in a national context? The Danish archetype proof-of-concept project,Bernstein K.; Tvede I.; Petersen J.; Bredegaard K.,2009,10.3233/978-1-60750-044-5-147
Archetype-based electronic health records: A literature review and evaluation of their applicability to health data interoperability and access,Wollersheim D.; Sari A.; Rahayu W.,2009,10.1177/183335830903800202
Personal healthcare information system,Sain M.; Lee H.; Chung W.-Y.,2009,10.1109/NCM.2009.347
A review of the openEHR implementation in Indonesian National Health Information System: Integrated health post,Setiawan A.W.; Handayani A.; Setiawan A.D.; Saptawati G.A.P.; Suksmono A.B.; Mengko T.R.,2009,10.1007/978-3-642-03904-1_65
Archetype-based knowledge management for semantic interoperability of electronic health records,Garde S.; Chen R.; Leslie H.; Beale T.; Mcnicoll I.; Heard S.,2009,10.3233/978-1-60750-044-5-1007
A migration to an openEHR-based clinical application,Kashfi H.; Torgersson O.,2009,10.3233/978-1-60750-044-5-152
Towards a comprehensive electronic patient record to support an innovative individual care concept for premature infants using the openEHR approach,Buck J.; Garde S.; Kohl C.D.; Knaup-Gregori P.,2009,10.1016/j.ijmedinf.2009.03.001
Collaborative development of clinical templates as a national resource,Hoy D.; Hardiker N.R.; McNicoll I.T.; Westwell P.; Bryans A.,2009,10.1016/j.ijmedinf.2008.06.003
Comparing the apgar score representation in HL7 and OpenEHR formalisms,Cuggia M.; Bayat S.; Rossille D.; Poulain P.; Pladys P.; Robert H.; Duvauferrier R.,2009,10.3233/978-1-60750-044-5-250
Representing a chemotherapy guideline using openEHR and rules,Chen R.; Georg-Hemming P.; Åhlfeldt H.,2009,10.3233/978-1-60750-044-5-653
Engaging clinicians in clinical content: Herding cats or piece of cake?,Leslie H.; Heard S.; Garde S.; Mcnicoll I.,2009,10.3233/978-1-60750-044-5-125
Incremental semantic enrichment of narrative content in electronic health records,Schulz S.; Daumke P.; Stenzhorn H.; Markó K.; Poprat M.,2009,10.1007/978-3-642-03893-8_126
Relevance and management of methylation data in Electronic Health Records,Goebel G.; Pfeiffer K.P.; Schabetsberger T.; Kalozy C.; Fiegl H.; Leitner K.,2009,10.3233/978-1-60750-044-5-135
An approach for the semantic interoperability of ISO EN 13606 and OpenEHR archetypes,Martínez-Costa C.; Menárguez-Tortosa M.; Fernández-Breis J.T.,2010,10.1016/j.jbi.2010.05.013
Romanian health informatics legislation compatibility with ISO/EN 13606 and openEHR,Sauciuc D.G.; Dehelean S.; Iosif O.; Dehelean C.; Miclea L.; Paun I.,2010,10.1109/AQTR.2010.5520707
Sustainable clinical knowledge management: An archetype development life cycle,Madsen M.; Leslie H.; Hovenga E.J.S.; Heard S.,2010,10.3233/978-1-60750-476-4-115
Applying a user centered design methodology in a clinical context,Kashfi H.,2010,10.3233/978-1-60750-588-4-927
"The portable personal health records: Storage on SD card and network, only for one's childhood",Ma G.; Liu J.; Wei Z.,2010,10.1109/iCECE.2010.1168
Facilitating secondary use of medical data by using openEHR archetypes,Kohl C.D.; Garde S.; Knaup P.,2010,10.3233/978-1-60750-588-4-1117
Knowledge and information modeling,Madsen M.,2010,10.3233/978-1-60750-476-4-84
Semantic description of health record data for procedural interoperability,Vejvalka J.; Lesný P.; Holeček T.; Slabý K.; Krásničanová H.; Jarolímková A.; Bouzková H.,2010,10.1007/978-3-642-11745-9_20
Semantic interoperability in Czech healthcare environment supported by Hl7 version 3,Nagy M.; Hanzlícek P.; Precková P.; Ríha A.; Dioszegi M.; Seidl L.; Zvárová J.,2010,10.3414/ME09-02-0018
Electronic health record: Comparative analysis of HL7 and open EHR approaches; [Historia clínica automatizada: Análisis comparativo de las propuestas HL7 y open EHR],Macedo N.A.M.; Hilares N.A.G.; Quispe J.P.P.; Matutti R.A.,2010,10.1109/PAHCE.2010.5474589
Semantic interoperability in healthcare information for EHR databases,Sachdeva S.; Bhalla S.,2010,10.1007/978-3-642-12038-1_11
Bridging the HL7 template - 13606 archetype gap with detailed clinical models,Goossen W.T.F.; Goossen-Baremans A.,2010,10.3233/978-1-60750-588-4-932
The design of an EHR for clinical decision support,Xiao L.; Cousins G.; Hederman L.; Fahey T.; Dimitrov B.,2010,10.1109/BMEI.2010.5639694
Detailed clinical models: A review,Goossen W.; Goossen-Baremans A.; Van Der Zel M.,2010,10.4258/hir.2010.16.4.201
Review of semantically interoperable electronic health records for ubiquitous healthcare,Hwang K.H.; Chung K.-I.; Chung M.-A.; Choi D.,2010,10.4258/hir.2010.16.1.1
Quality and certification of electronic health records: An overview of current approaches from the US and Europe,Hoerbst A.; Ammenwerth E.,2010,10.4338/ACI-2010-02-R-0009
Medical information system based on electronic healthcare records,Pǎun D.; Sauciuc D.; Stan O.; Iosif O.; Dehelean C.; Miclea L.,2010,10.1109/AQTR.2010.5520713
Developing an EHR for methadone treatment recording and decision support,Xiao L.; Wang C.; Chen Y.; Cousins G.; Hederman L.; Fahey T.; Dimitrov B.,2010,10.1109/ICCASM.2010.5622352
Applying the archetype approach to the database of a biobank information management system,Späth M.B.; Grimson J.,2011,10.1016/j.ijmedinf.2010.11.002
Automated mapping of observation archetypes to SNOMED CT concepts,Meizoso M.; Allones J.L.; Taboada M.; Martinez D.; Tellado S.,2011,10.1007/978-3-642-21344-1_57
Clinical data interoperability based on archetype transformation,Martínez Costa C.; Menárguez-Tortosa M.; Fernández-Breis J.T.,2011,10.1016/j.jbi.2011.05.006
Developing an electronic health record (EHR) for methadone treatment recording and decision support,Xiao L.; Cousins G.; Courtney B.; Hederman L.; Fahey T.; Dimitrov B.D.,2011,10.1186/1472-6947-11-5
Integration of DICOM and openEHR standards,Wang Y.; Yao Z.; Liu L.,2011,10.1117/12.878360
Validation of the openEHR archetype library by using OWL reasoning,Menárguez-Tortosa M.; Fernández-Breis J.T.,2011,10.3233/978-1-60750-806-9-789
Model Driven Development of Clinical Information Sytems using openEHR,Atalag K.; Yang H.Y.; Tempero E.; Warren J.,2011,10.3233/978-1-60750-806-9-849
Supporting openEHR java desktop application developers,Kashfi H.; Torgersson O.,2011,10.3233/978-1-60750-806-9-724
A realism-based analysis of the OpenEHR entry model,Andrade A.Q.; Almeida M.B.,2011,10.1145/2064747.2064758
An ontology of diabetes self management,Sutton D.; Aldea A.; Martin C.,2011,10.1145/2064747.2064767
Modeling healthcare authorization and claim submissions using the openEHR dual-model approach,Dias R.D.M.; Cook T.W.; Freire S.M.,2011,10.1186/1472-6947-11-60
Developing an electronic health record for intractable diseases in Japan,Kimura E.; Kobayashi S.; Kanatani Y.; Ishihara K.; Mimori T.; Takahashi R.; Chiba T.; Yoshihara H.,2011,10.3233/978-1-60750-806-9-255
Generating context-awarness interface for medical applications,Kallel F.; Ellouze A.S.; Bouaziz R.,2011,10.1109/DeSE.2011.58
Modeling shared care plans using CONTsys and openEHR to support shared homecare of the elderly,Hägglund M.; Chen R.; Koch S.,2011,10.1136/jamia.2009.000216
Towards the interoperability of computerised guidelines and electronic health records: An experiment with openEHR archetypes and a chronic heart failure guideline,Marcos M.; Martínez-Salvador B.,2011,10.1007/978-3-642-18050-7_8
Local EHR management based on openEHR and EN13606,Pǎun I.D.; Sauciuc D.G.; Iosif N.O.; Stan O.; Perşe A.; Dehelean C.; Miclea L.,2011,10.1007/s10916-009-9395-1
Integrating reasoning and clinical archetypes using OWL ontologies and SWRL rules,Lezcano L.; Sicilia M.-A.; Rodríguez-Solano C.,2011,10.1016/j.jbi.2010.11.005
Towards the adoption of open source and open access electronic health record systems,Maglogiannis I.,2012,10.1260/2040-2295.3.1.141
"Electronic nursing documentation in a paediatrics hospital: Impact on quality of care by using OpenEHR, IHE and HL7",Oštir M.; Purkart M.; Štih A.; Prinčič B.; Orel A.,2012,10.3233/978-1-61499-101-4-1070
Architectural approach for semantic EHR systems development based on detailed clinical models,Bernal J.G.; Lopez D.M.; Blobel B.,2012,10.3233/978-1-61499-069-7-164
Information interchange services for electronic health record databases,Sachdeva S.; Madaan A.; Chu W.,2012,10.1504/IJCSE.2012.046179
Ruby implementation of the OpenEHR specifications,Kobayashi S.; Tatsukawa A.,2012,10.20965/jaciii.2012.p0042
SPLiCE: A Software Product Line for healthCarE,Gomes A.T.A.; Ziviani A.; Correa B.S.P.M.; Teixeira I.M.; Moreira V.M.,2012,10.1145/2110363.2110447
Electronic healthcare record according to general clinical observation file,Stan O.; Sauciuc D.; Miclea L.,2012,10.1109/AQTR.2012.6237763
Associating clinical archetypes through UMLS metathesaurus term clusters,Lezcano L.; Sánchez-Alonso S.; Sicilia M.-A.,2012,10.1007/s10916-010-9586-9
Semantic interoperability in standardized electronic health record databases,Sachdeva S.; Bhalla S.,2012,10.1145/2166788.2166789
Achieving interoperability among healthcare standards: Building semantic mappings at models level,Khan W.A.; Hussain M.; Khattak A.M.; Amin B.; Lee S.; Latif K.,2012,10.1145/2184751.2184868
Developing a hospital information system ecosystem for creating new clinical collaboration methodologies,Schramm W.; Kostinger H.; Bayrhammer K.; Fiedler M.; Grechenig T.,2012,10.1109/BHI.2012.6211517
Healthcare standards based sensory data exchange for Home Healthcare Monitoring System,Khan W.A.; Hussain M.; Afzal M.; Amin M.B.; Lee S.,2012,10.1109/EMBC.2012.6346170
A timed model for healthcare workflows based on CSP,Faber J.,2012,10.1109/SEHC.2012.6227002
Using archetypes for defining CDA templates,Moner D.; Moreno A.; Maldonado J.A.; Robles M.; Parra C.,2012,10.3233/978-1-61499-101-4-53
Dealing with the archetypes development process for a regional EHR system,Santos M.R.; Bax M.P.; Kalra D.,2012,10.4338/ACI-2011-12-RA-0074
OpenEHR-based representation of guideline compliance data through the example of stroke clinical practice guidelines,Anani N.; Chen R.; Prazeres Moreira T.; Koch S.,2012,10.3233/978-1-61499-101-4-487
Semantic similarity-based alignment between clinical archetypes and SNOMED CT: An application to observations,Meizoso García M.; Iglesias Allones J.L.; Martínez Hernández D.; Taboada Iglesias M.J.,2012,10.1016/j.ijmedinf.2012.02.007
A semantic-web oriented representation of clinical element model for secondary use of electronic healthcare data,Tao C.; Jiang G.; Oniki T.A.; Freimuth R.R.; Pathak J.; Zhu Q.; Sharma D.; Huff S.M.; Chute C.G.,2012,10.1109/HISB.2012.58
,H. V. César,2013,10.1109/ASONAM.2013.6785914
A novel approach to developing applications in the pervasive healthcare environment through the use of archetypes,De Moraes J.L.C.; De Souza W.L.; Ferreira Pires L.; Cavalini L.T.; Do Prado A.F.,2013,10.1007/978-3-642-39640-3_35
Towards interoperability of ehealth system networked components,Soceanu A.; Egner A.; Moldoveanu F.,2013,10.1109/CSCS.2013.69
Archetype model-driven development framework for EHR web system,Kobayashi S.; Kimura E.; Ishihara K.,2013,10.4258/hir.2013.19.4.271
Semantic integration of patient data for clinical decision support in breast cancer care,Lezcano L.; Sicilia M.-A.; Rivero E.,2013,10.4018/978-1-4666-3000-0.ch010
Automatic synthesis of graphical user interfaces for health information systems,Teixeira I.M.; Braga R.M.; Gomes A.T.A.,2013,10.3233/978-1-61499-289-9-1184
Isosemantic rendering of clinical information using formal ontologies and RDF,Martínez-Costa C.; Bosca D.; Legaz-García M.C.; Tao C.; Fernández Breis J.T.; Schulz S.; Chute C.G.,2013,10.3233/978-1-61499-289-9-1085
Applying representational state transfer (REST) architecture to archetype-based electronic health record systems,Sundvall E.; Nyström M.; Karlsson D.; Eneling M.; Chen R.; Örman H.,2013,10.1186/1472-6947-13-57
Using a single content model for eHealth interoperability and secondary use,Atalag K.,2013,10.3233/978-1-61499-291-2-282
An approach for message exchange using archetypes,Moraes J.L.C.; Souza W.L.; Cavalini L.T.; Pires L.F.; Prado A.F.,2013,10.3233/978-1-61499-289-9-1136
OWL-based reasoning methods for validating archetypes,Menárguez-Tortosa M.; Fernández-Breis J.T.,2013,10.1016/j.jbi.2012.11.009
OpenEHR-based pervasive health information system for primary care: First Brazilian experience for public care,Bacelar-Silva G.M.; César H.; Braga P.; Guimarães R.,2013,10.1109/CBMS.2013.6627881
Towards automatic patient eligibility assessment: From free-text criteria to queries,Milian K.; Ten Teije A.,2013,10.1007/978-3-642-38326-7_12
A novel architecture for message exchange in Pervasive Healthcare based on the use of Intelligent Agents,De Moraes J.L.C.; De Souza W.L.; Pires L.F.; Cavalini L.T.; Francisco Do Prado A.,2013,10.1109/AICCSA.2013.6616507
Interoperability in Ambient Assisted Living using OpenEHR,Osorio E.; Ferreira L.; Abreu R.; Sousa F.,2013,10.1109/HealthCom.2013.6720707
Data integration for clinical decision support based on openEHR archetypes and HL7 virtual medical record,González-Ferrer A.; Peleg M.; Verhees B.; Verlinden J.-M.; Marcos C.,2013,10.1007/978-3-642-36438-9_5
Survey of openEHR storage implementations,Frade S.; Freire S.M.; Sundvall E.; Patriarca-Almeida J.H.; Cruz-Correia R.,2013,10.1109/CBMS.2013.6627806
Clinical knowledge governance: The international perspective,Garde S.,2013,10.3233/978-1-61499-291-2-269
"Contribution of clinical archetypes, and the challenges, towards achieving semantic interoperability for EHRs",Tapuria A.; Kalra D.; Kobayashi S.,2013,10.4258/hir.2013.19.4.286
On the integration of clinical archetypes with ontologies and rules,Lezcano L.,2013,10.4018/978-1-4666-3000-0.ch005
Semantic integration of patient data and quality indicators based on openEHR archetypes,Dentler K.; Ten Teije A.; Cornet R.; De Keizer N.,2013,10.1007/978-3-642-36438-9_6
A semantic-web oriented representation of the clinical element model for secondary use of electronic health records data,Tao C.; Jiang G.; Oniki T.A.; Freimuth R.R.; Zhu Q.; Sharma D.; Pathak J.; Huff S.M.; Chute C.G.,2013,10.1136/amiajnl-2012-001326
Towards plug-and-play integration of archetypes into legacy electronic health record systems: The ArchiMed experience,Duftschmid G.; Chaloupka J.; Rinner C.,2013,10.1186/1472-6947-13-11
Enhancing access to standardized clinical application for mobile interfaces,Parashar H.J.; Sachdeva S.; Batra S.,2013,10.1007/978-3-642-37134-9_17
Quasi-relational query language interface for persistent standardized EHRs: Using NoSQL databases,Madaan A.; Chu W.; Daigo Y.; Bhalla S.,2013,10.1007/978-3-642-37134-9_15
An automated routine childhood immunization approach using openEHR,Liu Z.; Qamar N.; Qian J.,2013,10.3233/978-1-61499-289-9-1075
Creating openEHR content to different moments of care: Obstetrics emergency scenario,Bacelar-Silva G.M.; Sousa-Santos R.F.; Cruz-Correia R.J.,2013,10.1109/CBMS.2013.6627816
Early experiences from a guideline-based computerized clinical decision support for stroke prevention in atrial fibrillation,Chen R.; Valladares C.; Corbal I.; Anani N.; Koch S.,2013,10.3233/978-1-61499-289-9-244
Personalized-detailed clinical model for data interoperability among clinical standards,Khan W.A.; Hussain M.; Afzal M.; Amin M.B.; Saleem M.A.; Lee S.,2013,10.1089/tmj.2012.0189
Developing a NFC based patient identification and ward round system for mobile devices using the android platform,Köstinger H.; Gobber M.; Grechenig T.; Tappeiner B.; Schramm W.,2013,10.1109/PHT.2013.6461313
A study of semantic proximity between archetype terms based on SNOMED CT relationships,Allones J.L.; Penas D.; Taboada M.; Martinez D.; Tellado S.,2013,10.1007/978-3-642-36438-9_7
SNOMED CT module-driven clinical archetype management,Allones J.L.; Taboada M.; Martinez D.; Lozano R.; Sobrido M.J.,2013,10.1016/j.jbi.2013.01.003
An analysis of the openehr archetype semantics based on a typed lambda theory,Tatsukawa A.; Shinohara E.Y.; Kawazoe Y.; Imai T.; Ohe K.,2013,10.3233/978-1-61499-289-9-990
Archetype relational mapping based on openEHR,Wang L.; Min L.-T.; Lu X.-D.; Duan H.-L.,2014,10.3969/j.issn.0258-8021.2014.04.07
Archetype-based solution to tele-monitor patients with chronic diseases,Rodríguez J.M.; Barca C.C.; Puddu P.E.; Gialelis J.; Chondros P.; Karadimas D.; Keene K.; Verlinden J.-M.,2014,10.1007/978-3-319-00846-2_316
Usability measures for large scale adoption of the standardized electronic health record databases,Madaan A.; Bhalla S.,2014,10.2197/ipsjjip.22.508
PyEHR: A scalable clinical data management toolkit for biomedical research projects,Lianas L.; Frexia F.; Delussu G.; Anedda P.; Zanetti G.,2014,10.1109/HealthCom.2014.7001871
Plug-and-play Integration of dual-model based Knowledge Artefacts into an Open Source Ehr System,Krexner R.; Duftschmid G.,2014,10.3233/978-1-61499-432-9-101
Evaluation of software maintainability with openEHR - a comparison of architectures,Atalag K.; Yang H.Y.; Tempero E.; Warren J.R.,2014,10.1016/j.ijmedinf.2014.07.006
An architecture for health information exchange in pervasive healthcare environment,De Moraes J.L.C.; De Souza W.L.; Pires L.F.; Do Prado A.F.,2014,10.1007/978-3-319-09492-2_23
Meta-architecture for the interoperability and knowledge management of archetype-based clinical decision support systems,Marco-Ruiz L.; Maldonado J.A.; Traver V.; Karlsen R.; Bellika J.G.,2014,10.1109/BHI.2014.6864416
Performance comparison for data storage - Db4o and MySQL databases,Kulshrestha S.; Sachdeva S.,2014,10.1109/IC3.2014.6897167
Development of an open metadata schema for prospective clinical research (openPCR) in China,Xu W.; Guan Z.; Sun J.; Wang Z.; Geng Y.,2014,10.3414/ME13-01-0008
Validating EHR documents: Automatic schematron generation using archetypes,Pfeiffer K.; Duftschmid G.; Rinner C.,2014,10.3233/978-1-61499-397-1-101
Development of a visual editor for the definition of HL7 CDA archetypes,Moner D.; Maldonado J.A.; Boscá D.; Mañas L.; Robles M.,2014,10.1007/978-3-319-00846-2_311
OpenEHR aware multi agent system for inter-institutional health data integration,Vieira-Marques P.; Patriarca-Almeida J.; Frade S.; Bacelar-Silva G.; Robles S.; Cruz-Correia R.,2014,10.1109/CISTI.2014.6876864
"On the seamless, Harmonized use of iso/ieee11073 and openehr",Trigo J.D.; Kohl C.D.; Eguzkiza A.; Martínez-Espronceda M.; Álesanco A.; Serrano L.; García J.; Knaup P.,2014,10.1109/JBHI.2013.2285441
YourEHRM: Standard-based management of your personal healthcare information,Barca C.C.; Lagunar C.M.; Rodriguez J.M.; Quintero A.M.; Martins I.R.M.; Martinez I.; Sanguino M.A.; Lobo T.P.,2014,10.1109/BHI.2014.6864311
Integrating data and network standards into an interoperable e-Health solution,Pereira C.; Frade S.; Brandao P.; Correia R.; Aguiar A.,2014,10.1109/HealthCom.2014.7001821
Contributions to promote the adequacy of an approach based on services to EHR; [Contributos para promover a adequação de uma abordagem baseada em serviços para o RSE],Gomes L.M.; Guerra H.; Bem N.; Andrade C.,2014,10.1109/CISTI.2014.6876956
Framework for applications of support to the activities of integrated care; [Framework para aplicações de suporte às atividades de prestação de cuidados],Pavão J.; Carvalho S.; Queirós A.; Rocha N.P.,2014,10.1109/CISTI.2014.6876881
Retrospective checking of compliance with practice guidelines for acute stroke care: A novel experiment using openEHR's Guideline Definition Language,Anani N.; Chen R.; Prazeres Moreira T.; Koch S.,2014,10.1186/1472-6947-14-39
Ontology content patterns as bridge for the semantic representation of clinical information,Martínez-Costa C.; Schulz S.,2014,10.4338/ACI-2014-04-RA-0031
Transformations between CDISC ODM and openEHR Archetypes,Bruland P.; Dugas M.,2014,10.3233/978-1-61499-432-9-1225
Towards a semantic interoperability environment,Macia I.,2014,10.1109/HealthCom.2014.7001900
Validating archetypes for the Multiple Sclerosis Functional Composite,Braun M.; Brandt A.U.; Schulz S.; Boeker M.,2014,10.1186/1472-6947-14-64
"Building a common ground on the clinical case: Design, implementation and evaluation of an information model for a handover EHR",Flemming D.; Paul M.; Hübner U.,2014,10.3233/978-1-61499-415-2-167
Combining Archetypes with Fast Health Interoperability Resources in Future-proof Health Information Systems,Bosca D.; Moner D.; Maldonado J.A.; Robles M.,2015,10.3233/978-1-61499-512-8-180
Case Study: Applying OpenEHR Archetypes to a Clinical Data Repository in a Chinese Hospital,Min L.; Wang L.; Lu X.; Duan H.,2015,10.3233/978-1-61499-564-7-207
How to organize for a large-scale openEHR-based Electronic Patient Record,Ulriksen G.-H.; Pedersen R.; Wynn R.; Ellingsen G.,2015,10.3233/978-1-61499-512-8-808
"An Intelligent Ecosystem for Providing Support in Prehospital Trauma Care in Cuenca, Ecuador",Timbi-Sisalima C.; Rodas E.B.; Salamea J.C.; Sacoto H.; Monje-Ortega D.; Robles-Bykbaev V.,2015,10.3233/978-1-61499-564-7-329
Archetype relational mapping - A practical openEHR persistence solution,Wang L.; Min L.; Wang R.; Lu X.; Duan H.,2015,10.1186/s12911-015-0212-0
Multidisciplinary Modelling of Symptoms and Signs with Archetypes and SNOMED-CT for Clinical Decision Support,Marco-Ruiz L.; Maldonado J.A.; Karlsen R.; Bellika J.G.,2015,10.3233/978-1-61499-512-8-125
Modulation of existent obstetrics EHRs to the openEHR specification,De Magalhaães J.C.M.; Cruz Correia R.J.,2015,10.5220/0005220804390445
Interoperable Archetypes with a Three Folded Terminology Governance,Pederson R.; Ellingsen G.,2015,10.3233/978-1-61499-564-7-934
Towards the Implementation of an openEHR-based Open Source EHR Platform (a vision paper),Pazos Gutiérrez P.,2015,10.3233/978-1-61499-564-7-45
Transformation of standardized clinical models based on OWL technologies: From CEM to OpenEHR archetypes,Legaz-García M.D.C.; Menárguez-Tortosa M.; Fernández-Breis J.T.; Chute C.G.; Tao C.,2015,10.1093/jamia/ocu027
Privacy-preserving Statistical Query and Processing on Distributed OpenEHR Data,Hailemichael M.A.; Marco-Ruiz L.; Bellika J.G.,2015,10.3233/978-1-61499-512-8-766
Semantic Interoperable Electronic Patient Records: The Unfolding of Consensus based Archetypes,Pedersen R.; Wynn R.; Ellingsen G.,2015,10.3233/978-1-61499-512-8-170
The contextualization of archetypes: Clinical template governance,Pedersen R.; Ulriksen G.-H.; Ellingsen G.,2015,10.3233/978-1-61499-574-6-166
Business archetypes and archetype patterns from the HL7 RIM and openEHR RM perspectives: Towards interoperability and evolution of healthcare models and software systems,Piho G.; Tepandi J.; Thompson D.; Woerner A.; Parman M.,2015,10.1016/j.procs.2015.08.384
Archetype based patient data modeling to support treatment of pituitary adenomas,Chalopin C.; Lindner D.; Kropf S.; Denecke K.,2015,10.3233/978-1-61499-564-7-178
Role of OpenEHR as an open source solution for the regional modelling of patient data in obstetrics,Pahl C.; Zare M.; Nilashi M.; de Faria Borges M.A.; Weingaertner D.; Detschew V.; Supriyanto E.; Ibrahim O.,2015,10.1016/j.jbi.2015.04.004
Restructuring an EHR system and the Medical Markup Language (MML) standard to improve interoperability by archetype technology,Kobayashi S.; Kume N.; Yoshihara H.,2015,10.3233/978-1-61499-564-7-881
Archetypes development in electrophysiology domain: Electroencephalography as a personal EHR system module,Papez V.; Moucek R.,2015,10.5220/0005282806110616
Modelling domain knowledge of speech and language therapy with an OWL ontology and OpenEHR archetypes,Robles-Bykbaev V.; López-Nores M.; Pazos-Arias J.; García-Duque J.; Ochoa-Zambrano J.,2015,10.5220/0005279405850591
National governance of archetypes in Norway,Ljosland Bakke S.,2015,10.3233/978-1-61499-564-7-1091
Understanding requirements of clinical data standards for developing interoperable knowledge-based DSS: A case study,González-Ferrer A.; Peleg M.,2015,10.1016/j.csi.2015.06.002
Formalize clinical processes into electronic health information systems: Modelling a screening service for diabetic retinopathy,Eguzkiza A.; Trigo J.D.; Martínez-Espronceda M.; Serrano L.; Andonegui J.,2015,10.1016/j.jbi.2015.05.017
Mapping a nursing terminology subset to openEHR archetypes*: A case study of the international classification for nursing practice,Nogueira J.R.M.; Cook T.W.; Cavalini L.T.,2015,10.3414/ME14-01-0053
Archetype-based data warehouse environment to enable the reuse of electronic health record data,Marco-Ruiz L.; Moner D.; Maldonado J.A.; Kolstrup N.; Bellika J.G.,2015,10.1016/j.ijmedinf.2015.05.016
A Process for the Representation of openEHR ADL Archetypes in OWL Ontologies,Porn A.M.; Peres L.M.; Didonet Del Fabro M.,2015,10.3233/978-1-61499-564-7-827
Automatic generation of computable implementation guides from clinical information models,Boscá D.; Maldonado J.A.; Moner D.; Robles M.,2015,10.1016/j.jbi.2015.04.002
