Title,Authors,Publication Year,DOI
Using archetypes and Domain Specific Languages on development of ubiquitous applications to pervasive healthcare,Menezes A.L.; Cirilo C.E.; De Moraes J.L.C.; De Souza W.L.; Do Prado A.F.,2010,10.1109/CBMS.2010.6042677
Hands-on approach for teaching HL 7 version 3,Noumeir R.; Pambrun J.-F.,2010,10.1109/ITAB.2010.5687707
A communication standards ontology using basic formal ontologies,Oemig F.; Blobel B.,2010,10.3233/978-1-60750-565-5-105
Ontology-based interoperability service for HL7 interfaces implementation,González C.; Blobel B.; López D.M.,2010,10.3233/978-1-60750-563-1-108
Custom HL7 V3 message provider using web services security features,Voos J.; Riva G.; Zerbini C.; Centeno C.; Gonzalez E.,2010,10.1109/IEMBS.2010.5627666
Architectural approaches for HL7-based health information systems implementation,López D.M.; Blobel B.,2010,10.3414/ME09-02-0012
Testing conformance and inter - Operability of eHealth applications,Namli T.; Dogac A.,2010,10.3414/ME09-02-0022
A Framework for Data and Mined Knowledge Interoperability in Clinical Decision Support Systems,Kazemzadeh R.S.; Sartipi K.; Jayaratna P.,2010,10.4018/jhisi.2010110303
HL7v3 CDA Rel.2 patient summary and chronic care model: Localization experience and GPIHS integration project,Calamai R.; Giarré L.,2010,10.1109/ICSMC.2010.5642223
Design of a domain model for clinical engineering within the HL7 reference information model,Gaion S.; Mininel S.; Vatta F.; Ukovich W.,2010,10.1109/WHCM.2010.5441265
Semantic interoperability in Czech healthcare environment supported by Hl7 version 3,Nagy M.; Hanzlícek P.; Precková P.; Ríha A.; Dioszegi M.; Seidl L.; Zvárová J.,2010,10.3414/ME09-02-0018
Improving the data compatibility of PHR and telecare solutions,Reilent E.; Lõõbas I.; Kuusik A.; Ross P.,2011,10.1007/978-3-642-23508-5_240
Conceptual model of digital pH meter in telemedicine,Rehman R.; Halai M.,2011,10.1109/INMIC.2011.6151517
Research and implementation of medical information format conversion based on HL7 Version 2.x,Lu X.; Gu Y.; Zhao J.; Yu N.; Jia W.,2011,10.1109/CSSS.2011.5974909
Clinical data integration of distributed data sources using Health Level Seven (HL7) v3-RIM mapping,Viangteeravat T.; Anyanwu M.N.; Nagisetty V.R.; Kuscu E.; Sakauye M.E.; Wu D.,2011,10.1186/2043-9113-1-32
Simplifying HL7 version 3 messages,Worden R.; Scott P.,2011,10.3233/978-1-60750-806-9-709
Medical data transmission using cell phone networks,Voos J.; Centeno C.; Riva G.; Zerbini C.; Gonzalez E.,2011,10.1088/1742-6596/332/1/012051
A methodological approach for ontologising and aligning health level seven (HL7) applications,Sahay R.; Fox R.; Zimmermann A.; Polleres A.; Hauswrith M.,2011,10.1007/978-3-642-23300-5_9
Developing interoperable electronic health record service in China,Liang J.; Xu M.; Zhang L.; Li L.; Zheng X.; Chen D.; Yang S.; Li B.; Jin O.; Ji Z.; Sun J.,2011,10.4156/jdcta.vol5.issue4.26
BioMIMS - SOA platform for research of rare hereditary diseases,Melament A.; Peres Y.; Vitkin E.; Kostirev I.; Shmueli N.; Sangiorgi L.; Mordenti M.; D'Ascia S.,2011,10.1109/SRII.2011.19
Low level communication management for e-health systems,Riva G.; Zerbini C.; Voos J.; Centeno C.; González E.,2011,10.1088/1742-6596/332/1/012052
Interoperability of medical device information and the clinical applications: An HL7 RMIM based on the ISO/IEEE 11073 DIM,Yuksel M.; Dogac A.,2011,10.1109/TITB.2011.2151868
Semantic validation of the use of SNOMED CT in HL7 clinical documents,Heymans S.; McKennirey M.; Phillips J.,2011,10.1186/2041-1480-2-2
Multi-domain healthcare services in Thailand via future internet,Tantatsanawong P.; U.-Aroon P.,2011,10.1109/SRII.2011.21
Design and implementation of HL7 V3 standard-based service aware system,Alam M.; Hussain M.; Afzal M.; Maqbool M.; Ahmad H.F.; Razzaq S.,2011,10.1109/ISADS.2011.62
Telemedical events: Intelligent delivery of telemedical values using CEP and HL7,Meister S.,2012,10.1007/978-3-642-29231-6_1
Autonomous mapping of HL7 RIM and relational database schema,Umer S.; Afzal M.; Hussain M.; Latif K.; Ahmad H.F.,2012,10.1007/s10796-011-9309-x
Research on basic information collection of electronic health records,Dong G.; Liu C.,2012,10.2991/citcs.2012.187
A standardized middleware as the core of a telemonitoring European Project,Vergari F.; Gazzarata R.; Morandi F.; Parodi V.; Naso S.; Arezza A.; Salmon Cinotti T.; Giacomini M.,2012,10.3233/978-1-61499-101-4-497
Impact of information technology on the quality of health services,Dobrescu R.; Purcarea V.,2012,10.1007/978-3-642-27449-7_23
Semantic mapping to simplify deployment of HL7 v3 Clinical Document Architecture,Scott P.; Worden R.,2012,10.1016/j.jbi.2012.02.006
Standardizing intensive care device data to enable secondary usages,Ingenerf J.; Kock A.-K.; Poelker M.; Seidl K.; Zeplin G.; Mersmann S.; Handels H.,2012,10.3233/978-1-61499-101-4-619
Modeling problem-oriented clinical notes,Cillessen F.H.J.M.; de Vries Robbé P.F.,2012,10.3414/ME11-01-0064
A software tool for large-scale sharing and querying of clinical documents modeled using HL7 version 3 standard,Rao P.R.; Swami T.K.; Rao D.S.; Barnes M.J.; Thorve S.G.; Natoo P.,2012,10.1145/2110363.2110417
Information overload in telemedicine: Using complex event processing and context for intelligent information filtering and supply,Meister S.; Koch O.,2012,10.3182/20120403-3-DE-3010.00089
A data model based on semantically enhanced HL7 RIM for sharing patient data of breast cancer clinical trials,Moratilla J.M.; Alonso-Calvo R.; Molina-Vaquero G.; Paraiso-Medina S.; Perez-Rey D.; Maojo V.,2013,10.3233/978-1-61499-289-9-971
Design and implementation of synoptic operative report template using interoperable standards,Bonney W.; Christie S.; Paterson G.; Thibault-Halman G.; Alsulaiman A.,2013,10.3233/978-1-61499-203-5-195
HL7 FHIR: An agile and RESTful approach to healthcare information exchange,Bender D.; Sartipi K.,2013,10.1109/CBMS.2013.6627810
SNOMED CT normal form and HL7 RIM binding to normalize clinical data from cancer trials,Rico-Diez A.; Aso S.; Perez-Rey D.; Alonso-Calvo R.; Bucur A.; Claerhout B.; Maojo V.,2013,10.1109/BIBE.2013.6701688
HL7 FHIR: An Agile and RESTful approach to healthcare information exchange,Bender D.; Sartipi K.,2013,10.1109/cbms.2013.6627810
Towards a generic data model for the Integrated Intelligent Computer-Assisted Language Learning (iiCALL) environment,Wahl H.; Winiwarter W.,2013,10.1145/2539150.2539262
A new tool for sharing and querying of clinical documents modeled using HL7 Version 3 standard,Slavov V.; Rao P.; Paturi S.; Swami T.K.; Barnes M.; Rao D.; Palvai R.,2013,10.1016/j.cmpb.2013.07.002
Analyzing SNOMED CT and HL7 terminology binding for semantic interoperability on post-genomic clinical trials,Aso S.; Perez-Rey D.; Alonso-Calvo R.; Rico-Diez A.; Bucur A.; Claerhout B.; Maojo V.,2013,10.3233/978-1-61499-289-9-980
δ-dependency for privacy-preserving XML data publishing,"Landberg AH, Nguyen K, Pardede E, Rahayu JW.",2014,10.1016/j.jbi.2014.01.013
Continuity of care with HL7 v3 care record for oncology nursing,Duim M.; Boterenbrood F.; Goossen W.T.F.,2014,10.3233/978-1-61499-415-2-476
An automatic method for deriving OWL ontologies from XML documents,Minutolo A.; Esposito A.; Ciampi M.; Esposito M.; Cassetti G.,2014,10.1109/3PGCIC.2014.88
Representing the glasgow coma scale in IT: Proper specification is required for assessment scales,Goossen W.; Oemig F.,2014,10.3233/978-1-61499-393-3-42
Exchanging care records using HL7 V3 care provision messages.,Goossen W.; Langford L.H.,2014,10.1136/amiajnl-2013-002264
Validating EHR documents: Automatic schematron generation using archetypes,Pfeiffer K.; Duftschmid G.; Rinner C.,2014,10.3233/978-1-61499-397-1-101
Exemplary use cases based on the generic data model for the integrated intelligent computer-assisted language learning (iiCALL) environment,Wahl H.; Winiwarter W.,2014,10.1145/2684200.2684334
,G. C. Lamprinakos; A. S. Mousas; A. P. Kapsalis; D. I. Kaklamani; I. S. Venieris; A. D. Boufis; P. D. Karmiris; S. G. Mantzouratos,2014,10.4108/Mobihealth33544.2014.7015927
Information persistence services designed to support home care,Rocha N.P.; Queirós A.; Augusto F.; Rodríguez Y.L.; Cardoso C.; Grade J.M.; Quintas J.,2015,10.2196/medinform.3699
Using FHIR to develop a healthcare mobile application,Lamprinakos G.C.; Mousas A.S.; Kapsalis A.P.; Kaklamani D.I.; Venieris I.S.; Boufis A.D.; Karmiris P.D.; Mantzouratos S.G.,2015,10.1109/MOBIHEALTH.2014.7015927
Personalized message routing policy in pervasive eHealth applications based on HL7 RIM,Guizani N.; Fayn J.,2015,10.3233/978-1-61499-516-6-265
,T. M. Alenazi; A. A. Alhamed,2015,10.1109/ICHI.2015.93
Business archetypes and archetype patterns from the HL7 RIM and openEHR RM perspectives: Towards interoperability and evolution of healthcare models and software systems,Piho G.; Tepandi J.; Thompson D.; Woerner A.; Parman M.,2015,10.1016/j.procs.2015.08.384
Providing Full Semantic Interoperability for the Fast Healthcare Interoperability Resources Schemas with Resource Description Framework,Luz M.P.; Nogueira J.R.D.M.; Cavalini L.T.; Cook T.W.,2015,10.1109/ICHI.2015.74
Enabling semantic interoperability in multi-centric clinical trials on breast cancer,Alonso-Calvo R.; Perez-Rey D.; Paraiso-Medina S.; Claerhout B.; Hennebert P.; Bucur A.,2015,10.1016/j.cmpb.2015.01.003
Proposed model for a Romanian register of chronic diseases in children,Gabor-Harosa F.M.; Stan O.P.; Daina L.; Mocean F.,2016,10.1016/j.cmpb.2016.01.022
Checking the quality of detailed clinical models: Instrument application,Van Munster D.; Krediet I.; Goossen W.,2016,10.3233/978-1-61499-658-3-367
,M. Mercorella; M. Ciampi; M. Esposito; A. Esposito; G. De Pietro,2016,10.1109/SITIS.2016.99
International Interoperability through unified universal HL7 v3 Green Messaging,Sabar M.I.; Jayaweera P.M.; Edirisuriya E.A.T.A.,2016,10.1109/ICTER.2015.7377675
Standard Health Level Seven for Odontological Digital Imaging,Abril-Gonzalez M.; Portilla F.A.; Jaramillo-Mejia M.C.,2017,10.1089/tmj.2015.0251
Towards standards based health data extraction facilitating process mining,Helm E.; Franz B.; Schuler A.; Krauss O.; Küng J.,2017,
A SOA-Based solution to monitor vaccination coverage among HIV-Infected patients in liguria,Giannini B.; Gazzarata R.; Sticchi L.; Giacomini M.,2017,10.3233/978-1-61499-678-1-327
Development of clinical reporting system through HL7 FHIR web services,Sharma M.; Aggarwal H.,2017,10.2174/2210327908666180118101231
Android framework for automatic diagnosis of heart diseases,Santos H.S.; Dutra O.O.; Moreira E.M.; Ferreira L.H.C.,2017,10.1109/MeMeA.2017.7985878
Information Architecture for Perinatal Registration in the Netherlands,Goossen W.T.F.; Arns-Schiere A.M.,2017,10.1016/j.jogn.2016.11.011
Querying clinical data in HL7 RIM based relational model with morph-RDB,Priyatna F.; Alonso-Calvo R.; Paraiso-Medina S.; Corcho O.,2017,10.1186/s13326-017-0155-8
,D. Chen; Y. Chen; B. N. Brownlow; P. P. Kanjamala; C. A. G. Arredondo; B. L. Radspinner; M. A. Raveling,2017,10.1109/TII.2016.2645606
The use of standards in embedded devices to achieve end to end semantic interoperability on health systems,Cosío-León M.A.; Ojeda-Carreño D.; Nieto-Hipólito J.I.; Ibarra-Hernández J.A.,2018,10.1016/j.csi.2017.11.006
New approach to an openEHR introduction in a portuguese healthcare facility,Oliveira D.; Coimbra A.; Miranda F.; Abreu N.; Leuschner P.; Machado J.; Abelha A.,2018,10.1007/978-3-319-77700-9_21
A Proposed the Internet of Things (IoT) Framework for Health Sector in Indonesia,Ariyanti S.; Kautsarina,2018,10.1109/TENCONSpring.2018.8691998
Expressing patient selection criteria based on HL7 V3 templates within the open-source tool ART-DECOR,Simon O.T.T.; Rinner C.; Duftschmid G.,2019,10.3233/978-1-61499-971-3-226
HL-7 Based Middleware Standard for Healthcare Information System: FHIR,Sharma M.; Aggarwal H.,2019,10.1007/978-981-13-1217-5_87
OpenEHR meets interoperability and knowledge engineering,Oliveira D.; Miranda F.M.M.; Coimbra A.; Abreu N.; Leuschner P.; Abelha A.C.,2020,10.4018/IJRQEH.2020010101
A method based on Bayesian network to retrieve clinical information models: A case study of HL7 V3,Xiaoshuo H.; Jiao Y.L.L.,2020,10.3969/j.issn.0258-8021.2020.04.007
,I. A. Juárez; L. D. Nicanor; J. A. De la Vega; J. E. M. Hernández,2022,10.1109/CIMPS57786.2022.10035566
Migration from HL7 Clinical Document Architecture (CDA) to Fast Health Interoperability Resources (FHIR) in Infectious Disease Information System of Estonia,Bossenko I.; Linna K.; Piho G.; Ross P.,2023,10.1145/3555776.3577836
Modelling a Patient Identifier System in the Estonian National Health Information System,Bossenko I.; Piho G.; Ross P.,2025,10.1007/978-3-031-76368-7_10
